case_id,paper_id,material_type,condition_original,target_formula_or_system,phase_or_prototype,space_group_symbol,space_group_number,pressure_GPa,temperature_K,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,atomic_positions_status,soc_or_relativistic,strain_or_doping,source_kind,evidence_location,evidence_snippet,confidence,mismatch_flags,recommended_next_step
lam234,870263214510702950,intermetallic,beta3-Nb2N (hexagonal P63/mmc),Nb2N,beta3-Nb2N hexagonal,P6_3/mmc,194,,,2.999,2.999,5.605,90,90,120,full polytype lattice/prototype,,,lkm_graph+markdown,paper_id 870263214510702950 markdown Table I,"beta3-Nb2N hexagonal: SG P6_3/mmc (194), lattice a=2.999 b=2.999 c=5.605 A.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam235,870263214510702950,intermetallic,beta4-Nb2N (orthorhombic Pnnm),Nb2N,beta4-Nb2N orthorhombic,Pnnm,58,,,4.931,5.455,3.066,90,90,90,full polytype lattice/prototype,,,lkm_graph+markdown,paper_id 870263214510702950 markdown Table I,"beta4-Nb2N orthorhombic: SG Pnnm (58), lattice a=4.931 b=5.455 c=3.066 A.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam236,870263214510702950,intermetallic,gamma-Nb4N3 (tetragonal I4/mmm),Nb4N3,gamma-Nb4N3 tetragonal,I4/mmm,139,,,4.427,4.427,8.707,90,90,90,full polytype lattice/prototype,,,lkm_graph+markdown,paper_id 870263214510702950 markdown Table I,"gamma-Nb4N3 tetragonal: SG I4/mmm (139), lattice a=4.427 b=4.427 c=8.707 A.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam237,1056817631564136450,simple-metal,"OsO3, R-3c, 30 GPa, no SOC",OsO3,R-3c rhombohedral transition-metal trioxide XO3,R-3c,167,30,,,,,,,,phase/pressure only; lattice constants and fractional coordinates not found in LKM graph or markdown,no SOC,,lkm_graph+lkm_markdown_text,LKM internal markdown:1056817631564136450.md:83-92,Screening used XO3 compounds in R-3c symmetry at 30 GPa; Table I gives lambda/omega with and without SOC.,medium,lkm_has_lambda_but_no_structure;repo_current_sg_mismatch:Pm-3m->R-3c,Fetch arXiv supplemental/CIF or rebuild R-3c XO3 at 30 GPa; do not use current OpenLAM cubic/low-symmetry SCF as target.
lam238,1056817631564136450,simple-metal,"PtO3, R-3c, 30 GPa, no SOC",PtO3,R-3c rhombohedral transition-metal trioxide XO3,R-3c,167,30,,,,,,,,phase/pressure only; lattice constants and fractional coordinates not found in LKM graph or markdown,no SOC,,lkm_graph+lkm_markdown_text,LKM internal markdown:1056817631564136450.md:83-92,Screening used XO3 compounds in R-3c symmetry at 30 GPa; Table I gives lambda/omega with and without SOC.,medium,lkm_has_lambda_but_no_structure;repo_current_sg_mismatch:P1->R-3c,Fetch arXiv supplemental/CIF or rebuild R-3c XO3 at 30 GPa; do not use current OpenLAM cubic/low-symmetry SCF as target.
lam239,1056817631564136450,simple-metal,"ReO3, R-3c, 30 GPa, no SOC",ReO3,R-3c rhombohedral transition-metal trioxide XO3,R-3c,167,30,,,,,,,,phase/pressure only; lattice constants and fractional coordinates not found in LKM graph or markdown,no SOC,,lkm_graph+lkm_markdown_text,LKM internal markdown:1056817631564136450.md:83-92,Screening used XO3 compounds in R-3c symmetry at 30 GPa; Table I gives lambda/omega with and without SOC.,medium,lkm_has_lambda_but_no_structure;repo_current_sg_mismatch:Pm-3m->R-3c,Fetch arXiv supplemental/CIF or rebuild R-3c XO3 at 30 GPa; do not use current OpenLAM cubic/low-symmetry SCF as target.
lam240,1056817631564136450,simple-metal,"ReO3, R-3c, 30 GPa, with SOC",ReO3,R-3c rhombohedral transition-metal trioxide XO3,R-3c,167,30,,,,,,,,phase/pressure only; lattice constants and fractional coordinates not found in LKM graph or markdown,with SOC,,lkm_graph+lkm_markdown_text,LKM internal markdown:1056817631564136450.md:83-92,Screening used XO3 compounds in R-3c symmetry at 30 GPa; Table I gives lambda/omega with and without SOC.,medium,lkm_has_lambda_but_no_structure;repo_current_sg_mismatch:Pm-3m->R-3c,Fetch arXiv supplemental/CIF or rebuild R-3c XO3 at 30 GPa; do not use current OpenLAM cubic/low-symmetry SCF as target.
lam241,1056817631564136450,simple-metal,"RuO3, R-3c, 30 GPa, no SOC",RuO3,R-3c rhombohedral transition-metal trioxide XO3,R-3c,167,30,,,,,,,,phase/pressure only; lattice constants and fractional coordinates not found in LKM graph or markdown,no SOC,,lkm_graph+lkm_markdown_text,LKM internal markdown:1056817631564136450.md:83-92,Screening used XO3 compounds in R-3c symmetry at 30 GPa; Table I gives lambda/omega with and without SOC.,medium,lkm_has_lambda_but_no_structure;repo_current_sg_mismatch:Cc->R-3c,Fetch arXiv supplemental/CIF or rebuild R-3c XO3 at 30 GPa; do not use current OpenLAM cubic/low-symmetry SCF as target.
lam242,811048440174739456,simple-metal,(single),Ta,"bcc tantalum candidate; paper_id resolves to LaPt3Si/LaPtSi3, not Ta",Im-3m,229,,,,,,,,,repo/OpenLAM candidate only; LKM paper_id is unrelated so target structure not verified from required source,not specified,,repo_build_status+repo_scf_candidate,LKM public graph:811048440174739456.json + L3-dfpt-lambda/build_status.csv,papers-graph title is LaPt3Si/LaPtSi3; build_status current Ta.scf.in is Im-3m.,low,lkm_paper_title_mismatch;condition_material_mismatch;manual_required,"Locate correct Ta EPC paper_id/DOI; if unavailable, treat bcc Ta OpenLAM as candidate only."
lam243,811709692383330305,simple-metal,"fcc Li, 14 GPa",Li,fcc lithium under pressure,Fm-3m,225,14,,,,,,,,fcc prototype only; pressure-specific lattice constants/coordinates not found in LKM graph or markdown,not mentioned,,lkm_graph+lkm_markdown_text,LKM public graph:811709692383330305.json + LKM internal markdown:811709692383330305.md,"Paper studies face-centered-cubic lithium at 8, 14, 20, 30, and 36 GPa with DFPT/Wannier EPC.",medium,lkm_has_lambda_but_no_structure;repo_current_sg_mismatch:P2_1/m->Fm-3m,"Recover pressure-specific fcc Li lattice constants from original/supplement, then build Fm-3m Li; current Li.scf.in is not usable."
lam244,811709692383330305,simple-metal,"fcc Li, 20 GPa",Li,fcc lithium under pressure,Fm-3m,225,20,,,,,,,,fcc prototype only; pressure-specific lattice constants/coordinates not found in LKM graph or markdown,not mentioned,,lkm_graph+lkm_markdown_text,LKM public graph:811709692383330305.json + LKM internal markdown:811709692383330305.md,"Paper studies face-centered-cubic lithium at 8, 14, 20, 30, and 36 GPa with DFPT/Wannier EPC.",medium,lkm_has_lambda_but_no_structure;repo_current_sg_mismatch:P2_1/m->Fm-3m,"Recover pressure-specific fcc Li lattice constants from original/supplement, then build Fm-3m Li; current Li.scf.in is not usable."
lam245,811709692383330305,simple-metal,"fcc Li, 30 GPa",Li,fcc lithium under pressure,Fm-3m,225,30,,,,,,,,fcc prototype only; pressure-specific lattice constants/coordinates not found in LKM graph or markdown,not mentioned,,lkm_graph+lkm_markdown_text,LKM public graph:811709692383330305.json + LKM internal markdown:811709692383330305.md,"Paper studies face-centered-cubic lithium at 8, 14, 20, 30, and 36 GPa with DFPT/Wannier EPC.",medium,lkm_has_lambda_but_no_structure;repo_current_sg_mismatch:P2_1/m->Fm-3m,"Recover pressure-specific fcc Li lattice constants from original/supplement, then build Fm-3m Li; current Li.scf.in is not usable."
lam246,811709692383330305,simple-metal,"fcc Li, 36 GPa",Li,fcc lithium under pressure,Fm-3m,225,36,,,,,,,,fcc prototype only; pressure-specific lattice constants/coordinates not found in LKM graph or markdown,not mentioned,,lkm_graph+lkm_markdown_text,LKM public graph:811709692383330305.json + LKM internal markdown:811709692383330305.md,"Paper studies face-centered-cubic lithium at 8, 14, 20, 30, and 36 GPa with DFPT/Wannier EPC.",medium,lkm_has_lambda_but_no_structure;repo_current_sg_mismatch:P2_1/m->Fm-3m,"Recover pressure-specific fcc Li lattice constants from original/supplement, then build Fm-3m Li; current Li.scf.in is not usable."
lam247,811709692383330305,simple-metal,"fcc Li, 8 GPa",Li,fcc lithium under pressure,Fm-3m,225,8,,,,,,,,fcc prototype only; pressure-specific lattice constants/coordinates not found in LKM graph or markdown,not mentioned,,lkm_graph+lkm_markdown_text,LKM public graph:811709692383330305.json + LKM internal markdown:811709692383330305.md,"Paper studies face-centered-cubic lithium at 8, 14, 20, 30, and 36 GPa with DFPT/Wannier EPC.",medium,lkm_has_lambda_but_no_structure;repo_current_sg_mismatch:P2_1/m->Fm-3m,"Recover pressure-specific fcc Li lattice constants from original/supplement, then build Fm-3m Li; current Li.scf.in is not usable."
lam248,811795868670754816,simple-metal,dhcp La,La,double hexagonal close-packed La (ABAC dhcp),P6_3/mmc,194,0,,3.801,3.801,12.262,90,90,120,"complete from paper: La at (0,0,0), (0,0,1/2), (1/3,2/3,1/4), (2/3,1/3,3/4)",scalar/non-SOC DFPT; 4f excluded from pseudopotential,,lkm_markdown_table,LKM internal markdown:811795868670754816.md:112-234 Table I,"dhcp La uses P6_3/mmc, four listed fractional positions, a=3.801 A and c=12.262 A.",high,,Packaged paper-matched QE structure as La__lam248.scf.in; run SCF/DFPT and convergence validation.
lam249,811795868670754816,simple-metal,fcc La,La,face-centered cubic La,Fm-3m,225,0,,5.35,5.35,5.35,90,90,90,"complete from paper: fcc La has one atom at (0,0,0) in primitive/conventional symmetry description",scalar/non-SOC DFPT; 4f excluded from pseudopotential,,lkm_markdown_table,LKM internal markdown:811795868670754816.md:112-234 Table I,"fcc La uses Fm-3m, one atom at (0,0,0), calculated lattice constant a=5.350 A.",high,,Use fcc La a=5.350 A from the La paper; verify current OpenLAM lattice before reuse.
lam250,812322173833183232,simple-metal,(single),Li,ideal hcp lithium at 247 kbar (24.7 GPa),P6_3/mmc,194,24.7,,2.504,2.504,4.089,90,90,120,"lattice from paper; ideal hcp prototype positions inferred, fractional coordinates not explicitly tabulated",not mentioned,,lkm_markdown_text,LKM internal markdown:812322173833183232.md:16-22,"At 247 kbar, hcp Li cell parameters are a=2.504 A and c=4.089 A assuming ideal hcp.",high,,Packaged paper-matched QE structure as Li__lam250.scf.in; run SCF/DFPT and convergence validation.
lam251,812383700997111808,simple-metal,"nm-hcp Fe, 100 GPa",Fe,non-magnetic hcp Fe,P6_3/mmc,194,100,,,,,,,,phase/pressure only; lattice constants and coordinates not found in LKM graph or markdown,non-magnetic; SOC not mentioned,,lkm_graph+lkm_markdown_text,LKM internal markdown:812383700997111808.md:64-99,"Lattice dynamics and EPC are calculated for non-magnetic hcp iron at 100 GPa; lambda=0.33, omega_log=450 K.",medium,lkm_has_lambda_but_no_structure;repo_current_sg_mismatch:Im-3m->P6_3/mmc,Recover hcp Fe 100 GPa lattice from original method/source or relax at 100 GPa; current Fe.scf.in is bcc.
lam252,812446916401954817,simple-metal,rock-salt SnAs,SnAs,rock-salt SnAs candidate,Fm-3m,225,,,,,,,,,repo/OpenLAM candidate only; LKM paper is amorphous superconductors and contains no SnAs structure,not specified,,repo_build_status+repo_scf_candidate,LKM internal markdown:812446916401954817.md:4-24 + build_status.csv,LKM paper title is Eliashberg function in amorphous superconductors; no SnAs/rock-salt target appears.,low,lkm_paper_title_mismatch;condition_material_mismatch;manual_required,Find the correct rock-salt SnAs paper/source; current SnAs.scf.in can only be a candidate.
lam253,812507119646408706,simple-metal,Mo3Os (A-15),Mo3Os,A-15 X3Y compound,Pm-3n,223,0,,4.985,4.985,4.985,90,90,90,"complete by A-15 Wyckoff statement: Mo at (1/4,0,1/2) equivalents, Os at (0,0,0)",SOC included for electronic/topology calculations; EPC table not framed as SOC toggle,,lkm_markdown_table,LKM internal markdown:812507119646408706.md:55-73 Table 1,"A-15 X3Y uses Pm-3n (223); X and Y occupy (1/4,0,1/2) and (0,0,0); Mo3Os a_th=4.985 A.",high,,Packaged paper-matched QE structure as Mo3Os__lam253.scf.in; run SCF/DFPT and convergence validation.
lam254,812549822006427649,simple-metal,La Fmmm distorted fcc 130 GPa,La,distorted fcc La at megabar pressure,Fmmm,69,130,,3.9026,3.9402,3.9821,90,90,90,lattice derived from paper pressure-linear Fmmm fits; fractional positions not found in LKM markdown,not mentioned,,lkm_markdown_derived,"LKM internal markdown:812549822006427649.md:40-58,101","Fmmm fits: a(P)=4.3316-0.0033P, b(P)=4.3562-0.0032P, c(P)=4.3461-0.0028P; DFPT at 130 GPa reports lambda=0.69.",medium,lkm_has_lambda_but_incomplete_structure;repo_current_sg_mismatch:Fm-3m->Fmmm,"Use Fmmm 130 GPa lattice as starting point, but recover/refine atomic basis from supplement or reproduce DFT relaxation."
lam255,812549822006427649,simple-metal,La R-3m slightly distorted fcc ~50 GPa,La,slightly distorted fcc La,R-3m,166,~50,,,,,,,,phase/pressure only; lattice constants and fractional coordinates for R-3m not found in LKM markdown,not mentioned,,lkm_markdown_text,"LKM internal markdown:812549822006427649.md:21,101","Paper describes distorted fcc R-3m near 50 GPa and reports lambda=1.07, omega_log=113 K for that phase.",medium,lkm_has_lambda_but_no_structure;repo_current_sg_mismatch:Fm-3m->R-3m,Fetch supplemental Table S1/CIF for R-3m La around 50 GPa or relax the R-3m distorted fcc cell.
lam256,812654281252405248,simple-metal,"A3C60, a=14.1 Angstrom",A3C60/C60 rigid-band model,uni-directional fcc fulleride,Fm-3,202,0,,14.1,14.1,14.1,90,90,90,lattice and C60 bond length b=1.42 A reported; full molecular orientation/atomic coordinates not listed in this paper,not mentioned,three-electron doping into t1u band,lkm_markdown_table,"LKM internal markdown:812654281252405248.md:43-45,133-185","Crystal structure used was uni-directional fcc Fm-3; a=14.1/14.4/14.6 A, with rigid-band dopant treatment.",medium,repo_absent_structure;lkm_has_lambda_but_incomplete_structure,Build ordered fcc C60 molecular cell from cited structural reference; do not treat formula-only C60 as enough.
lam257,812654281252405248,simple-metal,"A3C60, a=14.4 Angstrom",A3C60/C60 rigid-band model,uni-directional fcc fulleride,Fm-3,202,0,,14.4,14.4,14.4,90,90,90,lattice and C60 bond length b=1.42 A reported; full molecular orientation/atomic coordinates not listed in this paper,not mentioned,three-electron doping into t1u band,lkm_markdown_table,"LKM internal markdown:812654281252405248.md:43-45,133-185","Crystal structure used was uni-directional fcc Fm-3; a=14.1/14.4/14.6 A, with rigid-band dopant treatment.",medium,repo_absent_structure;lkm_has_lambda_but_incomplete_structure,Build ordered fcc C60 molecular cell from cited structural reference; do not treat formula-only C60 as enough.
lam258,812654281252405248,simple-metal,"A3C60, a=14.6 Angstrom",A3C60/C60 rigid-band model,uni-directional fcc fulleride,Fm-3,202,0,,14.6,14.6,14.6,90,90,90,lattice and C60 bond length b=1.42 A reported; full molecular orientation/atomic coordinates not listed in this paper,not mentioned,three-electron doping into t1u band,lkm_markdown_table,"LKM internal markdown:812654281252405248.md:43-45,133-185","Crystal structure used was uni-directional fcc Fm-3; a=14.1/14.4/14.6 A, with rigid-band dopant treatment.",medium,repo_absent_structure;lkm_has_lambda_but_incomplete_structure,Build ordered fcc C60 molecular cell from cited structural reference; do not treat formula-only C60 as enough.
lam259,812654281252405248,simple-metal,"A3C60, two-hole doped hu band, a=14.1 Angstrom",A3C60/C60 rigid-band model,uni-directional fcc fulleride,Fm-3,202,0,,14.1,14.1,14.1,90,90,90,lattice and C60 bond length b=1.42 A reported; full molecular orientation/atomic coordinates not listed in this paper,not mentioned,two-hole doping into hu band; rigid-band model,lkm_markdown_table,"LKM internal markdown:812654281252405248.md:43-45,133-185","Crystal structure used was uni-directional fcc Fm-3; a=14.1/14.4/14.6 A, with rigid-band dopant treatment.",medium,repo_absent_structure;lkm_has_lambda_but_incomplete_structure,Build ordered fcc C60 molecular cell from cited structural reference; do not treat formula-only C60 as enough.
lam260,812737475888807939,simple-metal,Si simple-hexagonal (sh) 12.7 GPa,Si,simple-hexagonal silicon,P6/mmm,191,12.7,,,,,,,,simple-hexagonal prototype only; lattice constants/coordinates not found in LKM markdown,not mentioned,,lkm_graph+lkm_markdown_text,"LKM internal markdown:812737475888807939.md:20-30,64-69",Superconductivity in sh Si is computed/measured; Table I is for sh phase at 12.7 GPa.,medium,lkm_has_lambda_but_no_structure;repo_current_sg_mismatch:Fd-3m->P6/mmm,Recover sh-Si lattice constants at 12.7 GPa from original structural reference or relax P6/mmm Si at pressure.
lam261,813203421422157825,simple-metal,"sc P, 20 GPa (P_calc)",P,simple cubic phosphorus,Pm-3m,221,20,,2.318,2.318,2.318,90,90,90,"complete by sc prototype: one P atom at (0,0,0)",not mentioned,,lkm_markdown_table,LKM internal markdown:813203421422157825.md:166-174 Table I; 270-274 Table II,"Table I gives sc-P a=2.318 A at P_calc=20 GPa; Table II gives lambda=0.795, omega_ln=418 K.",high,,Packaged paper-matched QE structure as P__lam261.scf.in; run SCF/DFPT and convergence validation.
lam262,813203421422157825,simple-metal,"sc P, 70 GPa (P_calc)",P,simple cubic phosphorus,Pm-3m,221,70,,2.185,2.185,2.185,90,90,90,"complete by sc prototype: one P atom at (0,0,0)",not mentioned,,lkm_markdown_table,LKM internal markdown:813203421422157825.md:166-174 Table I; 270-274 Table II,"Table I gives sc-P a=2.185 A at P_calc=70 GPa; Table II gives lambda=0.676, omega_ln=469 K.",high,,Packaged paper-matched QE structure as P__lam262.scf.in; run SCF/DFPT and convergence validation.
lam263,813217096233123840,simple-metal,beta-Po 160 GPa,S,beta-Po rhombohedral sulfur,R-3m,166,160,,2.12613,2.12613,2.12613,104,104,104,"complete in one-atom rhombohedral setting: S at (0,0,0); lattice derived from table V and alpha",not mentioned,,lkm_markdown_table_derived,"LKM internal markdown:813217096233123840.md:17-27,43-51 Table I",beta-Po S at 160 GPa has rhombohedral alpha=104.00 deg and V=57.87 a.u.; lambda=0.76.,high,,Packaged paper-matched QE structure as S__lam263.scf.in; run SCF/DFPT and convergence validation.
lam264,813217096233123840,simple-metal,sc 280 GPa,S,simple cubic sulfur,Pm-3m,221,280,,1.92048,1.92048,1.92048,90,90,90,"complete by sc prototype: one S atom at (0,0,0); lattice derived from table V",not mentioned,,lkm_markdown_table_derived,"LKM internal markdown:813217096233123840.md:27-31,47-51 Table I","sc S at 280 GPa has alpha=90.00 deg, V=47.80 a.u., lambda=0.53 and Tc=7.4 K.",high,,Packaged paper-matched QE structure as S__lam264.scf.in; run SCF/DFPT and convergence validation.
lam265,867751696124608720,simple-metal,NbB1.93 (B-deficient),NbB1.93 / NbB2 with B vacancies,AlB2-type NbB2 vacancy alloy (CPA),P6/mmm,191,,,3.11527,3.11527,3.26026,90,90,120,"lattice from paper; B-deficiency handled by CPA/vacancy disorder, no ordered fractional occupancy/cell provided",scalar-relativistic KKR-ASA-CPA likely; SOC not target,B-deficient NbB1.93,lkm_markdown_table,LKM internal markdown:867751696124608720.md:Table I/II,"NbB1.93 uses a=5.887 a.u., c=6.161 a.u.; lambda_tot=0.212 in vacancy/alloy calculation.",medium,repo_absent_structure;lkm_has_lambda_but_incomplete_structure,Create an explicit vacancy supercell or CPA surrogate; do not substitute stoichiometric NbB2 silently.
lam266,867751696124608720,simple-metal,NbB2 (stoichiometric),NbB2,AlB2-type stoichiometric NbB2,P6/mmm,191,,,3.0941,3.0941,3.31212,90,90,120,"AlB2 prototype positions inferred: Nb (0,0,0), B (1/3,2/3,1/2) and (2/3,1/3,1/2)",scalar-relativistic KKR-ASA-CPA likely; SOC not target,,lkm_markdown_table,LKM internal markdown:867751696124608720.md:Table I/II,"NbB2 uses a=5.847 a.u., c=6.259 a.u.; table reports lambda_tot=0.294 for stoichiometric case.",high,,Use paper lattice for stoichiometric P6/mmm NbB2; verify current OpenLAM lattice before reuse.
lam267,867761707680793089,simple-metal,"fcc Y, v=0.90 (P~6 GPa)",Y,fcc yttrium computational model at reduced volume v=0.90,Fm-3m,225,~6,,4.91627,4.91627,4.91627,90,90,90,complete by fcc prototype; lattice derived from equivalent ambient fcc a=5.092 A and v=0.90,not mentioned,reduced volume v=V/V0=0.90,lkm_markdown_derived,"LKM internal markdown:867761707680793089.md:25-31,132 Table I","Paper uses fcc Y throughout; equivalent ambient fcc a=5.092 A, Table I has v=0.90 and P=6 GPa.",high,,Use derived fcc-Y lattice for v=0.90; document that fcc is a modeling simplification below the experimental fcc pressure range.
lam268,867769399187079437,simple-metal,Cmcm-AtH2 50 GPa,AtH2,Cmcm AtH2 condition from lambda_reference only,Cmcm,63,50,,,,,,,,"no valid structure source: paper_id resolves to carbon-doped MgB2, not At-H hydrides; lattice/coordinates absent",not specified,,condition_only_due_lkm_paper_mismatch,"LKM internal markdown:867769399187079437.md:10,31-36 + lambda_reference.csv",LKM paper is Mg(B1-xCx)2 carbon doping; the AtH2/AtH4 conditions do not appear in LKM public graph:content.,low,condition_material_mismatch;same_paper_id_cross_family_suspected;lkm_paper_title_mismatch;repo_current_sg_mismatch:P6_3/mmc->Cmcm;manual_required,Resolve correct At-H paper_id/source before building; do not use OpenLAM H2 or MgB2 carbon paper as target.
lam269,867769399187079437,simple-metal,Cmmm-AtH4 250 GPa,AtH4,Cmmm AtH4 condition from lambda_reference only,Cmmm,65,250,,,,,,,,"no valid structure source: paper_id resolves to carbon-doped MgB2, not At-H hydrides; lattice/coordinates absent",not specified,,condition_only_due_lkm_paper_mismatch,"LKM internal markdown:867769399187079437.md:10,31-36 + lambda_reference.csv",LKM paper is Mg(B1-xCx)2 carbon doping; the AtH2/AtH4 conditions do not appear in LKM public graph:content.,low,condition_material_mismatch;same_paper_id_cross_family_suspected;lkm_paper_title_mismatch;repo_absent_structure;manual_required,Resolve correct At-H paper_id/source before building; do not use OpenLAM H2 or MgB2 carbon paper as target.
lam270,867769399187079437,simple-metal,P6/mmm-AtH4 100 GPa,AtH4,P6/mmm AtH4 condition from lambda_reference only,P6/mmm,191,100,,,,,,,,"no valid structure source: paper_id resolves to carbon-doped MgB2, not At-H hydrides; lattice/coordinates absent",not specified,,condition_only_due_lkm_paper_mismatch,"LKM internal markdown:867769399187079437.md:10,31-36 + lambda_reference.csv",LKM paper is Mg(B1-xCx)2 carbon doping; the AtH2/AtH4 conditions do not appear in LKM public graph:content.,low,condition_material_mismatch;same_paper_id_cross_family_suspected;lkm_paper_title_mismatch;repo_absent_structure;manual_required,Resolve correct At-H paper_id/source before building; do not use OpenLAM H2 or MgB2 carbon paper as target.
lam271,867769399187079437,simple-metal,P6/mmm-AtH4 200 GPa with SOC,AtH4,P6/mmm AtH4 condition from lambda_reference only,P6/mmm,191,200,,,,,,,,"no valid structure source: paper_id resolves to carbon-doped MgB2, not At-H hydrides; lattice/coordinates absent",with SOC,,condition_only_due_lkm_paper_mismatch,"LKM internal markdown:867769399187079437.md:10,31-36 + lambda_reference.csv",LKM paper is Mg(B1-xCx)2 carbon doping; the AtH2/AtH4 conditions do not appear in LKM public graph:content.,low,condition_material_mismatch;same_paper_id_cross_family_suspected;lkm_paper_title_mismatch;repo_absent_structure;manual_required,Resolve correct At-H paper_id/source before building; do not use OpenLAM H2 or MgB2 carbon paper as target.
lam272,867769399187079437,simple-metal,P6/mmm-AtH4 200 GPa without SOC,AtH4,P6/mmm AtH4 condition from lambda_reference only,P6/mmm,191,200,,,,,,,,"no valid structure source: paper_id resolves to carbon-doped MgB2, not At-H hydrides; lattice/coordinates absent",without SOC,,condition_only_due_lkm_paper_mismatch,"LKM internal markdown:867769399187079437.md:10,31-36 + lambda_reference.csv",LKM paper is Mg(B1-xCx)2 carbon doping; the AtH2/AtH4 conditions do not appear in LKM public graph:content.,low,condition_material_mismatch;same_paper_id_cross_family_suspected;lkm_paper_title_mismatch;repo_absent_structure;manual_required,Resolve correct At-H paper_id/source before building; do not use OpenLAM H2 or MgB2 carbon paper as target.
lam273,867769399187079437,simple-metal,Pnma-AtH2 200 GPa,AtH2,Pnma AtH2 condition from lambda_reference only,Pnma,62,200,,,,,,,,"no valid structure source: paper_id resolves to carbon-doped MgB2, not At-H hydrides; lattice/coordinates absent",not specified,,condition_only_due_lkm_paper_mismatch,"LKM internal markdown:867769399187079437.md:10,31-36 + lambda_reference.csv",LKM paper is Mg(B1-xCx)2 carbon doping; the AtH2/AtH4 conditions do not appear in LKM public graph:content.,low,condition_material_mismatch;same_paper_id_cross_family_suspected;lkm_paper_title_mismatch;repo_current_sg_mismatch:P6_3/mmc->Pnma;manual_required,Resolve correct At-H paper_id/source before building; do not use OpenLAM H2 or MgB2 carbon paper as target.
lam274,943000233191669804,simple-metal,"Sc-III, 100 GPa, mu*=0.10",Sc,Sc-III high-pressure phase; fully solved structure not reported,unsolved,,100,,,,,,,,paper states Sc-III is not fully solved; DFT input structure/lattice not reported in LKM markdown,not mentioned,,lkm_graph+lkm_markdown_text,"LKM internal markdown:943000233191669804.md:22,39,74-92 Table I",Sc phase sequence lists Sc-III as unsolved fully; Table I reports EPC at 100 GPa only.,low,lkm_has_lambda_but_no_structure;repo_absent_structure;manual_required,Fetch supplemental/Ref.36 structural model or contact original data before benchmarking Sc-III.
lam275,943000233191669804,simple-metal,"Sc-IV, 170 GPa, mu*=0.10",Sc,Sc-IV high-pressure phase; fully solved structure not reported,unsolved,,170,,,,,,,,paper states Sc-IV is not fully solved; DFT input structure/lattice not reported in LKM markdown,not mentioned,,lkm_graph+lkm_markdown_text,"LKM internal markdown:943000233191669804.md:22,39,74-92 Table I",Sc phase sequence lists Sc-IV as unsolved fully; Table I reports EPC at 170 GPa only.,low,lkm_has_lambda_but_no_structure;manual_required,Fetch supplemental/Ref.36 structural model; current IV.scf.in must be audited before use.
lam276,943000233191669804,simple-metal,"Sc-V, 260 GPa, mu*=0.10",Sc,Sc-V helical-chain phase,P6_122,178,260,,,,,,,,space group from paper introduction; lattice constants/fractional coordinates not reported in LKM markdown,not mentioned,,lkm_graph+lkm_markdown_text,"LKM internal markdown:943000233191669804.md:22,39,74-92 Table I",Sc sequence lists Sc-V as P6_122; Table I reports EPC at 260 GPa with lambda=1.12 and omega_log=367 K.,medium,lkm_has_lambda_but_no_structure;repo_current_sg_mismatch:Im-3m->P6_122,Recover Sc-V P6_122 lattice/coordinates from supplemental or Ref.32; current V.scf.in Im-3m is wrong.
